obs,source,auth,title,yr_pub,reg,loc,lat_decimal,long_decimal,MAP_mm,precip,soil_type,ox_ult,pH,sand_perc,bnf_input,treat_name,ferttype1,fert1_kgN_ha,ferttype2,fert2_kgN_ha,ferttype3,fert3_kgN_ha,sample_cm,N_in_kg,NO3_kg_seas,NO3_kg_seas_zero_rm,SE,approx_num_measurements,num_replicates,duration_d,irrig_1_0,irrig_in,tropical,org_Nfix_in,split_app,crop,crop_type,pct_sand_0.15m_ISRIC,pct_sand_combined,MAP_mm_global,MAP_mm_combined,water_input_mm
671,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Torstensson &Aronsson (2000),,,,"Mellby, SE",56.48333333,13,803,,,,,,,,,,,,,,90,263,85.3,85.3,,,,365,,,0,,,Cereals/potatoes,,,,,,
672,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Torstensson et al. (2006),,,,"Mellby, SE",56.48333333,13,773,,,,,,,,,,,,,,90,97,18.1,18.1,,,,365,,,0,,,Spring barley,,,,,,
673,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Wyland et al. (1996),,,,"California, USA",36.677526,-121.652533,396,,,,,,,,,,,,,,75,410,28.7,28.7,,,,365,,,0,,,Broccoli,,,,,,
674,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Wyland et al. (1996),,,,"California, USA",36.677526,-121.652533,396,,,,,,,,,,,,,,75,410,28.7,28.7,,,,365,,,0,,,Broccoli,,,,,,
675,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Amosse et al. (2014),,,,"South east France, FR",44.61666667,4.816666667,1514,,,,,,,,,,,,,,90,0,16.6,16.6,,,,365,,,0,,,Black medic,,,,,,
676,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Amosse et al. (2014),,,,"South east France, FR",44.61666667,4.816666667,1840,,,,,,,,,,,,,,90,0,17.4,17.4,,,,365,,,0,,,Alfalfa,,,,,,
677,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Amosse et al. (2014),,,,"South east France, FR",44.61666667,4.816666667,1802,,,,,,,,,,,,,,90,0,13.7,13.7,,,,365,,,0,,,Red clover,,,,,,
678,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Amosse et al. (2014),,,,"South east France, FR",44.61666667,4.816666667,1147,,,,,,,,,,,,,,90,0,13.7,13.7,,,,365,,,0,,,White clover,,,,,,
679,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Aronsson et al. (2015),,,,"South-west Sweden, SE",56.58333333,12.93333333,803,,,,,,,,,,,,,,90,90,17.1,17.1,,,,365,,,0,,,Red clover/perennial ryegrass,,,,,,
680,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Askegaard and Eriksen (2008),,,,"Jyndevad, DK",54.9,9.116666667,859,,,,,,,,,,,,,,100,70,39,39,,,,365,,,0,,,Grass,,,,,,
681,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Askegaard and Eriksen (2008),,,,"Jyndevad, DK",54.9,9.116666667,859,,,,,,,,,,,,,,100,0,45.5,45.5,,,,365,,,0,,,Clover,,,,,,
682,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Bergström and Jokela (2001),,,,"Mellby, SE",56.755974,16.267599,951,,,,,,,,,,,,,,90,100,14.1,14.1,,,,365,,,0,,,Mixed catch crop,,,,,,
683,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Constantin et al. (2010),,,,"Boigneville, FR",48.31666667,2.383333333,604,,,,,,,,,,,,,,90,103,19.2,19.2,,,,365,,,0,,,White mustard,,,,,,
684,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Constantin et al. (2010),,,,"Boigneville, FR",48.31666667,2.383333333,604,,,,,,,,,,,,,,90,103,14.9,14.9,,,,365,,,0,,,White mustard,,,,,,
685,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Constantin et al. (2010),,,,"Kerlavic, FR",48.05,-4.066666667,1213,,,,,,,,,,,,,,90,125,41.6,41.6,,,,365,,,0,,,Italian Ryegrass,,,,,,
686,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Constantin et al. (2010),,,,"Thibie, FR",48.93333333,4.233333333,605,,,,,,,,,,,,,,90,84,13.9,13.9,,,,365,,,0,,,Radish or winter cereal,,,,,,
687,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Constantin et al. (2010),,,,"Thibie, FR",48.93333333,4.233333333,605,,,,,,,,,,,,,,90,123,11.7,11.7,,,,365,,,0,,,Radish or winter cereal,,,,,,
688,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Constantin et al. (2010),,,,"Thibie, FR",48.93333333,4.233333333,605,,,,,,,,,,,,,,90,123,16,16,,,,365,,,0,,,Radish or winter cereal,,,,,,
689,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Engstrom et al. (2011),,,,"Västergötland, SE",58.36666667,13.48333333,650,,,,,,,,,,,,,,90,100,40.5,40.5,,,,365,,,0,,,Rye grass,,,,,,
690,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Engstrom et al. (2011),,,,"Västergötland, SE",58.36666667,13.48333333,650,,,,,,,,,,,,,,90,0,51.2,51.2,,,,365,,,0,,,Rye grass,,,,,,
691,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Fraser et al. (2013),,,,"Canterbury, NZ",-43.66666667,172.4666667,680,,,,,,,,,,,,,,60,63,106.3,106.3,,,,365,,,0,,,Forage rape,,,,,,
692,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Fraser et al. (2013),,,,"Canterbury, NZ",-43.66666667,172.4666667,680,,,,,,,,,,,,,,60,63,83.4,83.4,,,,365,,,0,,,Forage rape,,,,,,
693,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Fraser et al. (2013),,,,"Canterbury, NZ",-43.66666667,172.4666667,680,,,,,,,,,,,,,,60,63,141.7,141.7,,,,365,,,0,,,Forage rape,,,,,,
694,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Fraser et al. (2013),,,,"Canterbury, NZ",-43.66666667,172.4666667,680,,,,,,,,,,,,,,60,63,106.3,106.3,,,,365,,,0,,,Forage rape,,,,,,
695,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Fraser et al. (2013),,,,"Canterbury, NZ",-43.66666667,172.4666667,680,,,,,,,,,,,,,,60,63,83.4,83.4,,,,365,,,0,,,Forage rape,,,,,,
696,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Fraser et al. (2013),,,,"Canterbury, NZ",-43.66666667,172.4666667,680,,,,,,,,,,,,,,60,63,141.7,141.7,,,,365,,,0,,,Forage rape,,,,,,
697,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Hooker et al. (2008),,,,"Carlow, IRE",52.86666667,-6.933333333,824,,,,,,,,,,,,,,90,151,25.1,25.1,,,,365,,,0,,,Mustard,,,,,,
698,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Hooker et al. (2008),,,,"Carlow, IRE",52.86666667,-6.933333333,824,,,,,,,,,,,,,,90,151,51,51,,,,365,,,0,,,Mustard,,,,,,
699,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Lemola and Turtola (2000),,,,"Southeast Finland, FIN",60.79404,23.472766,650,,,,,,,,,,,,,,90,90,6.1,6.1,,,,365,,,0,,,Italian ryegrass,,,,,,
700,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Lemola and Turtola (2000),,,,"Southeast Finland, FIN",60.79404,23.472766,650,,,,,,,,,,,,,,90,90,4.8,4.8,,,,365,,,0,,,Italian ryegrass,,,,,,
701,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Lemola and Turtola (2000),,,,"Southeast Finland, FIN",60.79404,23.472766,650,,,,,,,,,,,,,,90,90,9.7,9.7,,,,365,,,0,,,Italian ryegrass,,,,,,
702,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Lemola and Turtola (2000),,,,"Southeast Finland, FIN",60.79404,23.472766,650,,,,,,,,,,,,,,90,45,23.5,23.5,,,,365,,,0,,,Italian ryegrass,,,,,,
703,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Lewan (1994),,,,"Mellby, SE",56.48333333,13,736,,,,,,,,,,,,,,90,90,1.2,1.2,,,,365,,,0,,,Italian ryegrass,,,,,,
704,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Lewan (1994),,,,"Mellby, SE",56.48333333,13,736,,,,,,,,,,,,,,90,90,0.3,0.3,,,,365,,,0,,,Italian ryegrass,,,,,,
705,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Lewan (1994),,,,"Mellby, SE",56.48333333,13,736,,,,,,,,,,,,,,90,90,0.5,0.5,,,,365,,,0,,,Italian ryegrass,,,,,,
706,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Lewan (1994),,,,"Mellby, SE",56.48333333,13,736,,,,,,,,,,,,,,90,90,4.1,4.1,,,,365,,,0,,,Italian ryegrass,,,,,,
707,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",McLenaghen et al. (1996),,,,"Lincoln, NZ",-43.643221,172.485299,,,,,,,,,,,,,,,25,89,3.2,3.2,,,,365,,,0,,,Ryegrass,,,,,,
708,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.","Min et al., (2011)",,,,"Jiangsu, CN",31.23333333,119.8833333,,,,,,,,,,,,,,,50,0,7.4,7.4,,,,365,,,0,,,Sweet corn,,,,,,
709,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.","Min et al., (2011)",,,,"Jiangsu, CN",31.23333333,119.8833333,,,,,,,,,,,,,,,50,348,23.4,23.4,,,,365,,,0,,,Sweet corn,,,,,,
710,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.","Min et al., (2011)",,,,"Jiangsu, CN",31.23333333,119.8833333,,,,,,,,,,,,,,,50,522,34.3,34.3,,,,365,,,0,,,Sweet corn,,,,,,
711,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.","Min et al., (2011)",,,,"Jiangsu, CN",31.23333333,119.8833333,,,,,,,,,,,,,,,50,696,54.9,54.9,,,,365,,,0,,,Sweet corn,,,,,,
712,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.","Min et al., (2011)",,,,"Jiangsu, CN",31.23333333,119.8833333,,,,,,,,,,,,,,,50,870,58.3,58.3,,,,365,,,0,,,Sweet corn,,,,,,
713,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Thomsen & Hansen (2014),,,,"Foulum, DK",56.8,9.966666667,627,,,,,,,,,,,,,,100,170,92.4,92.4,,,,365,,,0,,,Oil radish,,,,,,
714,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Thomsen & Hansen (2014),,,,"Foulum, DK",56.8,9.966666667,627,,,,,,,,,,,,,,100,170,89.2,89.2,,,,365,,,0,,,White mustard,,,,,,
715,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Thomsen & Hansen (2014),,,,"Foulum, DK",56.8,9.966666667,627,,,,,,,,,,,,,,100,90,69.2,69.2,,,,365,,,0,,,Oil radish,,,,,,
716,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Thomsen & Hansen (2014),,,,"Foulum, DK",56.8,9.966666667,627,,,,,,,,,,,,,,100,90,61.4,61.4,,,,365,,,0,,,Rye grass (autumn),,,,,,
717,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Thomsen & Hansen (2014),,,,"Foulum, DK",56.8,9.966666667,627,,,,,,,,,,,,,,100,90,63.1,63.1,,,,365,,,0,,,Rye grass (autumn),,,,,,
